"","age_under_5_2017","age_over_65_2017","median_age_2017","white_2010","black_2017","no_move_in_one_plus_year_2010","speak_english_only_2017","hs_grad_2017","bachelors_2017","computer_2017","homeownership_2010","per_capita_income_2017","poverty_2016","employed_2015","uninsured_2017","fed_spending_2009","density_2010","log_incident_rate"
"780",6.2,19.2,43.3,41.2,27.08,87.3,94.9,80.2,13.2,71,69.6,21140.76,30.1,3388,11.5,192851,18.3,-9.99177311740349
"781",5,20,44.8,98.4,0.02,87.6,98.4,79.8,11.4,72.4,76.1,20677.96,22.1,4610,6.2,130411,30.9,-8.87369562047513
"782",5.1,17.6,43.2,92.9,1.27,87.6,96.5,91.1,21.4,84.1,73.7,27607.47,11.4,28774,5.1,453580,121.9,-9.10291362055863
"783",6.3,12.1,36.6,62.6,14.9,86.3,92.4,92,31.5,92,74.9,32037.32,8.6,111025,8.1,1684014,652,-8.87787222947207
"784",6.5,14.6,37.6,53,21.29,83,94.1,89.4,31.9,84.4,66.8,29259.76,15.3,292958,10.3,6996508,592.5,-7.51682942847176
"785",7,15.2,36.7,60.6,10.45,86.8,91.5,78.2,14.1,76.4,76.2,19071,22.5,9972,13.5,271984,52.1,-8.06481494021566
"786",7.7,11,31,51.4,18.29,74.1,88.4,90.5,24.3,88.3,58.4,22989.41,18.8,117036,11.2,9964215,489.7,-8.03965129059142
"787",6.2,19.7,42.7,87.2,0.22,88.6,95.2,85.8,15.3,78.9,77.6,23412.2,16.5,4208,9.5,97292,8.7,-9.77953867206695
"788",6,13.8,41,50.4,0.08,79.5,94.3,90,16.8,86.1,69,23990.18,17.5,2419,27.9,56974,1.4,-7.59770504556546
"789",5.5,14.5,40.1,85.6,2.42,87.8,81.4,90.3,35.3,88.7,67.6,35027.91,9.6,405765,2.8,5892563,528.6,-8.70268951979922
"790",5.6,20.3,42,83.7,5.59,82.1,96.2,89.6,33.8,83.3,60.4,28418.26,12.8,11295,9.9,259780,1188.8,-9.18253742731409
"791",6,18.2,42.5,93.6,0.29,88.1,94.9,79.6,11.6,74.6,75.3,22991.02,18.3,6810,12.6,111882,18.8,-9.45502621296669
"792",8.6,10.1,31.7,85.6,0.24,79.5,52.5,75.6,18.3,87.9,69.5,23819.73,11.4,5044,23.4,50456,11.1,-10.639454730279
"793",5.6,19.7,42.7,76.5,9.99,85.6,98.1,78.6,14.6,76.8,75.9,20401.61,21.8,8876,12.3,188182,39.5,-9.79930412161994
"794",4.4,12,35.2,67.1,11.45,75.3,83.5,83.6,20.3,88.9,58,22346.12,22.3,21799,13.5,339320,86.5,-9.00372026779511
"795",5.2,19,43.7,96.6,0.62,89.7,95.2,89.8,20.7,82.6,71.6,24755.92,16.3,26800,6.6,456453,45.7,-10.4865567584992
"796",7.2,14.1,36,86.7,0.42,81.7,89.9,87.9,19.9,86.8,72.6,27152.94,12.5,9769,11,111764,16.2,-9.73478483690016
"797",7.3,12.9,33,70.8,2.45,78.8,63.4,75.4,16.1,81.5,65.3,19271.08,21.6,12059,19.3,287023,36.1,-9.88132958216737
"798",6.8,18.6,35.4,87.9,0.02,89.9,29.1,71.6,11.3,63.8,72,15499.7,27.9,1880,18.9,76512,4.7,-8.85604355044242
"799",6.2,8.5,25.8,73.3,5.19,66.3,76.4,85.9,39.6,91.7,47.1,26271.88,24.9,104924,13.7,1220876,332.8,-8.74554287740789
"800",6.7,17.2,38.6,88.3,0.06,84.5,95,88.9,21.5,86.3,74.8,26101.98,16,5294,10.4,122308,11.6,-9.12661087644465
"801",5.7,20.4,44.3,68.4,15.45,88.3,99.5,81.4,17.3,69.8,76.9,18536.19,23.1,3479,8.9,69343,20.4,-10.414633125113
"802",5.1,13.9,38.9,65.3,0.48,80.3,89.6,93.5,32.9,92.1,55.9,35002.92,7.9,4395,17.9,99421,3.1,-9.36697368181143
"803",5.6,20.5,44.2,96.1,0.6,86.9,96.2,90.6,19.5,84.1,74.1,27213.73,11.3,23258,7.3,341738,53.2,-9.16302806260961
"804",6.4,18.2,40.6,69,0.42,78.2,83.4,85.7,16.9,85.7,70.2,22289.2,17.3,8939,13.1,138983,12.2,-9.22881313936567
"805",4.2,25.6,49.4,97.2,0.2,89.8,95.7,92,23.5,85.8,78.1,32773.54,9.9,10820,5.1,172585,37.7,-9.77389126436506
"806",10.4,8.6,28.1,84,1.22,84.5,40.9,61.7,11.2,84.5,73,21586.42,14.6,9094,32.8,117033,11.7,-9.35197633367722
"807",6.9,15.3,36.9,85.5,1.08,84.5,87.8,85.5,13.7,84.4,80.6,23302.53,13.1,9358,16.3,148370,25,-8.88442554262603
"808",5.9,11.5,30.7,85.1,3.72,76,88.3,92.7,30.6,91,62.7,26803.01,15.8,51549,7.1,449900,166.6,-9.94806648093409
"809",7,12.5,34.9,62.2,9.02,88.5,76.8,69.9,8.2,68.6,72,17400,26.4,3644,24.8,68247,24.7,-9.7195647143752
"810",4.1,14.2,45.6,94.7,0.33,90.9,95.9,96.3,35,94.6,91.3,41879.35,6,12839,7.2,80290,12.5,-9.71347650725779
"811",6.9,12.3,35.8,83.1,1.2,82.8,91.7,92,26.2,91.8,77.8,28135.91,8.4,65822,10.3,651788,128.9,-9.82957001317731
"812",5.7,15.8,33.8,14.2,43.46,88,98.7,76,18.8,65.2,79,12824.06,38.2,2728,15.6,86192,19.7,-7.93699000679521
"813",9,10.7,32.9,23.7,39.25,77.5,97,78.7,17.1,81.4,52.1,18641.18,31.3,4224,15.6,102433,23.7,-8.05469364368346
"814",5.7,16,40.6,87.5,2.28,78,86.8,80.3,11.4,83.1,77.6,29423.29,17.2,3904,20,48105,9.9,-10.4715815840925
"815",5.8,17.4,38.3,91.6,2.45,81.5,97.4,87.6,25.7,82.7,64.2,24877.29,21.9,38945,8.9,1017239,342.8,-7.50550530913128
"816",5.7,17.8,40.1,75.8,11.82,93.1,99.5,80.2,11,71.6,86.8,20136.86,18.9,6392,12.3,106760,25.9,-9.97327788374531
"817",8.7,12.7,30.8,98.7,0.08,94.2,53.5,58.2,8.5,63.1,78.8,21119.24,11.7,19920,40.2,117217,100.3,-12.075040983118
"818",6.5,18.9,41.7,94.9,0.11,83.5,93.1,91.2,21.4,83.5,73.9,28553.91,9.5,7928,7.5,118243,25.6,-10.3684158239151
"819",4.8,13.6,36.6,92.5,1.31,81.3,90.2,93.9,49.6,92.4,65.9,38195.28,9.6,92227,3.9,1705416,291.7,-8.82368513848637
"820",4.5,24,48.1,98.7,0.23,90.9,99.2,86.9,14.8,77.8,79.5,22468.1,15.8,3206,6.4,61238,17,-10.2433824964348
"821",4.8,17.6,42.2,96.6,0.89,87.9,99.2,82.8,9.6,72.9,75.1,22350.93,18.2,5294,7.3,74867,30.9,-10.6642466515061
"822",5.5,15.9,41,85.4,5.52,88.5,86,89.3,24.2,87.5,79.1,29572.8,11,397009,6.8,9194603,1754.9,-9.83767802581486
"823",3.9,22.5,47.3,93,2.49,87.4,98.6,83.2,14.5,72.8,81.5,20543.24,24.7,4191,5.8,178442,38.6,-8.78832658672911
"824",6.4,13.7,34.9,90.1,0.72,86.3,90.5,92.2,32.5,90.7,80.8,29613.24,9,146621,4.8,1243575,468.2,-10.1512057493942
"825",5.5,14.4,35.8,48.3,22.24,82.9,90.3,85.8,20.3,81.4,69,23483.74,21.4,10394,14.4,291507,184.3,-8.18921676299627
"826",6.5,12.7,35.6,67.7,9.52,80.6,87.9,93.4,34.8,93.6,66.5,34170.99,8.3,218950,8.9,4577634,1758.9,-8.78403903737479
"827",6.8,15.6,37.9,89.7,1.42,83,89.6,83.8,17.7,83.1,71.5,21913.57,15.2,19831,13.3,332418,61.9,-9.40065962368261
"828",4.8,24.5,47.7,97.5,0.32,88.8,99.1,83.1,14.5,71.2,84.9,22247.39,17.3,5415,9.6,144956,28.6,-9.79927452640844
"829",5.8,12.3,36.8,76.5,2.73,80.2,80,91,43.8,91.8,56.2,34562.81,14.2,408592,8.9,7798095,1704.9,-8.13835857729556
"830",5.6,19,41.8,64.2,17.56,92.4,99.5,78.9,13.3,70.8,78,19696.43,20.9,5600,9.9,145926,24.2,-8.98757175036705
"831",6.7,15.9,39.9,96.4,0.52,83.4,95.9,76,11.7,76.2,80.6,19529.1,24.9,4352,8.9,117164,41.6,-9.18956607275971
"832",4.4,11.8,28.8,87.8,1.56,66.1,89.2,91.9,45.8,91.6,55.2,28283.83,23.8,64057,8.4,1051545,349.7,-9.46465178628613
"833",5.4,22.2,46.2,91.9,0.42,79,93.7,89.7,19.2,83.8,63.9,25150.88,16.4,3067,7.8,83395,0.7,-8.88239170629585
"834",7.4,14.3,35.2,75.3,0.81,83,47.7,70.3,14.4,82.6,74.6,17739.03,16.6,2678,30,65952,8.7,-10.2539683523115
"835",6.1,16.5,39.6,70,13.37,85.8,96.2,85.3,20.9,78.2,67.4,23573.18,19.4,41767,11,749924,175.1,-8.44083037131022
"836",5,10.3,27.1,90.1,0.73,71.1,89.2,96.2,49.8,94.5,53.5,27300,17.3,20027,8.1,272995,8.5,-10.3231710978818
"837",5.7,17.2,41.2,89.2,3.99,85.3,97.7,81,14.4,76.7,77.6,20822.44,17.4,11277,9.5,243294,53.4,-8.98267769621224
"838",5.2,19.5,42.6,92.8,3.4,89.8,99.5,88.9,16.5,78.1,76.7,25518.99,20.4,5099,5.5,166021,37.7,-8.8907645830147
"839",7,14.2,35,29.6,34.28,75.9,96.4,82.7,20.7,79.8,48.5,20245.02,30.5,34958,18,1094799,287.7,-7.45365522617374
"840",6.4,18.6,42.8,57,20.45,86.1,98.4,85.2,15.3,66.3,69.8,18942.08,24.7,9256,9.6,313934,35.6,-9.87250243358835
"841",5.2,16.5,42.3,94.3,0.86,88.9,93.1,93.9,40.4,91.4,73.8,40203.35,6.3,112677,3.8,1114540,271.1,-10.0823513838956
"842",5.4,24.6,47.8,98.5,0.05,93.4,89.9,86,23.2,79.5,83.6,37784.75,11.6,2216,6.7,96832,3.6,-9.70680334490634
"843",6.6,9.7,33.1,78.2,7.03,80.3,89.5,90.8,31.8,92,69,27739.64,10.3,148375,10.1,1681295,424,-8.58672585819044
"844",4.7,19.1,44.3,78.1,8.76,82.9,94.7,84.3,18.5,82,77.1,22575.58,23.5,5680,14,143450,28.1,-8.99041040157522
"845",5.1,17.3,43.1,96.6,0.47,88.3,97,94.1,34.6,87.4,77,36026.47,7.3,93467,4.3,1544588,233.1,-10.055278754555
"846",5,15.5,36.2,88.7,3.26,80.7,95.5,84.7,23.6,82.9,70.6,24058.47,14.9,52837,10.4,747524,240.2,-9.091003857569
"847",4.4,20.6,44.2,96.5,0.93,88.9,96.6,84.6,25.9,77,76.8,22874.79,18.8,8930,10.7,195083,46.2,-9.74760537453072
"848",7.2,13.1,34.6,51.6,0.28,87.2,68.4,83.7,14.6,74.6,73.9,21477.74,17.4,51574,16.9,934517,23.6,-9.00251735175067
"849",5.8,18.4,43,98,0.53,90.4,97.8,94.6,28.5,88.1,81.7,33598.78,6.8,7925,4.1,127750,38.1,-9.70707721329907
"850",5.2,17.8,44,96.3,0.28,89.7,98.6,92.6,21.2,85.1,85.2,28239.67,9.5,9761,7.5,106920,35.9,-9.43998276003022
"851",5.4,16.9,40.3,80,6.72,86.8,89.7,91.1,32.9,84.7,66.2,31324.14,14.2,427193,4.3,8582060,881.4,-8.17900318325931
"852",7.7,15.2,35.7,83.9,1.58,82.8,88,88,22.5,84,67.5,25535.69,14.6,28895,13.3,643685,57.2,-8.33419940872908
"853",5.3,18.8,43,96,0.09,91.9,98.1,83.1,14.5,83.5,77.8,22306.87,17.7,5409,10.2,111963,53.1,-9.03498307972672
"854",6.3,14.8,40.6,84.6,0.27,81.9,92.7,92.6,24.1,89.4,72.7,32050.39,12,25511,18.2,360397,3.4,-8.00127771321311
"855",5.5,19.7,44.9,96.9,0.22,86.8,98.1,91.6,22,86.5,81.8,26078.84,14,10689,7.4,166117,46.9,-10.791245056088
"856",6.1,19.9,41.8,74.3,0.08,87.4,96.8,83.6,16.6,72.5,70.9,24447.6,21.9,2143,23.9,65196,11.5,-8.92642895942059
"857",5.2,17.8,41.9,42,28.45,83.4,98.4,70,8.4,66.9,66.3,18200,35.9,2968,11.3,145039,17.3,-9.44828057753312
"858",5.4,22.6,45,96,0.33,86.4,96.8,89.8,23.9,80.7,83.7,26822.75,11.2,5930,7.3,97140,13.4,-9.68520715688791
"859",5.3,15.6,43.2,95.7,1.4,87.6,88.6,80.2,12,81.9,84.5,30176.28,12.3,3502,10.5,121413,5.3,-10.2156670965883
"860",4.3,25.1,46.9,80.1,7.41,86.2,94.5,87.3,33.2,81.7,71.8,32978.9,14,10043,6.3,230154,72.9,-10.577808628846
"861",5.5,14.8,41.2,98.2,0.44,86.9,98,82.8,12.4,79.1,76.4,22340.29,14.4,6253,6.5,97894,53.7,-10.2767049130942
"862",6.4,18.2,40.6,61.1,12.82,90.1,86.4,78,16.3,68.5,76.4,18915.96,16.7,8368,15.7,117340,43.9,-9.69335893829941
"863",6.7,15.3,37.2,61.6,17.14,86.9,95.9,79.9,12.5,75.6,67.1,18086.1,27.4,7590,19.8,238560,33.2,-9.0083243274933
"864",5.4,22.8,47.3,97.1,0.05,94.9,98.7,80.4,9.4,72.7,82,17574.22,19.8,4698,15.3,105494,16.8,-9.27839146679734
"865",7.1,19.4,41.3,98.4,0.47,87.1,97.3,89,20,79.8,76.6,21596.69,14.6,3464,9.5,89068,13.7,-10.1926809823118
"866",6.2,17.6,40,40.6,28.37,89.7,96.3,78.7,16.4,70,66.5,17307.17,25.2,11581,14,356025,67.6,-7.77951431370141
"867",6.7,12.7,32,59.7,18.41,80,96.6,86.7,26.7,84.9,58.2,21033.98,25.4,30778,15.4,940095,160.7,-7.62281930499315
"868",6.1,17.4,42.7,99,0.27,89.7,99.3,79.2,8.9,75.2,77.9,18385.55,24.2,6622,8.4,205779,49.7,-9.26796048477232
"869",6.7,14.1,36,73,2.68,79.4,73.4,87.1,31.4,89.8,66.3,29379.27,15,1910598,12.3,32502698,414.9,-9.30476847574558
"870",6.2,14.1,35.8,42.7,25.04,83.6,93.1,90.7,25.6,89.3,59.3,26672.36,16.4,60397,11,3339133,2673.2,-7.38360715844217
"871",5,21.6,47,96.9,0.05,88.3,97.2,91.7,19.4,77.7,69.4,30826.61,12.7,1523,10,55856,1,-9.38672768928195
"872",5.9,21.9,47.2,95.4,0.14,83.3,96.1,85.2,12.4,83.4,71.4,24165.9,18.9,4722,15.1,135693,4.9,-8.33022083640686
"873",5.9,18.4,40.4,77.7,8.38,86.5,93.8,85.9,11.6,75.7,79.3,19957.64,19.2,12831,18.2,309719,38,-9.66368517699417
"874",5.2,19.4,43,81.1,0.86,79.7,79.9,87,21.6,87.1,62.3,28268.22,13,23080,11.6,1469771,382.1,-8.99322491145587
"875",7.4,19.6,40.4,97.3,0.27,90.8,98.3,92.5,23.7,82.9,79.1,28737.55,9.3,5787,5.7,85294,14.2,-10.6060898918668
"876",6.2,16.5,39.8,93.5,0.35,84.1,88.9,85.1,19.8,81.4,78.3,24016.48,12,23006,13.2,257771,106.1,-10.1921459339575
"877",5.6,16.9,41.4,55.9,19.66,87.1,93.3,85.1,20.3,79.9,63.7,25196.8,16.5,40670,11.8,744445,177.3,-8.30522619636988
"878",5.6,14.9,40.6,81.2,6.74,89.8,93,92.9,35.2,91,81.6,37680.9,7.2,129612,3.9,3390785,560.1,-9.55451925447986
"879",7.6,11.9,34.3,76.4,5.55,81,85.3,89.7,37.9,87.3,64.4,32139.84,12.4,277240,10.1,4107478,1574.4,-7.80102187299084
"880",2.9,30.6,55.7,92.6,0.32,87.1,92.9,96.1,48.3,93.2,70.4,41212.5,9.9,7346,8.3,97381,90.7,-9.47574616016353
"881",5.4,18.1,42.4,93.7,0.35,84.2,93.5,83.5,18,83.1,68.7,22719.92,15.1,46775,17.4,587843,151.7,-9.68117438552409
"882",5.7,18.1,42.9,94.6,0.52,88.6,95.9,93.8,24.7,87.8,78.6,34298.29,7.7,25938,6.4,281520,61,-9.92861367548335
"883",4.9,18,43,97.6,1.28,91.9,98.8,87.3,15.6,82.2,83.5,26347.35,11.7,8580,6.3,104969,36.4,-11.1769491053817
"884",6.5,18.1,43.4,96.5,0.16,89.8,98.7,93.3,22.7,82.1,83.2,25622,8.1,3589,6.7,77812,8.9,-10.2244472320506
"885",4.9,19.6,44.9,97.1,0.23,87.8,96.1,91.2,18.5,83.1,75.4,29634.35,10.7,25804,6.8,501036,70.1,-9.93397795953413
"886",5.9,15.9,39.4,79.1,3.45,85.1,76.6,88.2,29.1,86.5,68.8,31078.13,13.8,175869,7.9,2185438,1012.5,-8.70106126957164
"887",6.2,15.2,39.7,92.9,0.7,89.2,94.5,90.7,22.3,81.6,83.2,26905.66,9,57870,6.1,542898,135,-9.9917970944814
"888",5.1,20,44.7,95.1,1.04,87.4,98.2,79,11.4,71.4,73,19210.04,24.2,13266,12.8,369847,82.1,-9.37150213093451
"889",4.6,22,47.6,97.5,0.3,87.8,96.9,91,17.3,82,80.6,24247.27,15.5,12746,7.6,316279,51.8,-10.5514455775057
"890",5.4,22.7,45.7,94.7,1.46,86.2,98.5,83.3,11.5,77.6,78.1,20804.94,18.8,4334,10.9,141230,35.2,-10.059251216519
"891",7,13.9,37,69.3,14.44,83.7,96.3,83.2,23.5,81.5,69.5,23749.22,17,37648,11.9,593764,184.3,-8.09006335799838
"892",5.6,20,42.4,98.5,0.34,91.2,98.3,95.2,26.3,84.6,80.7,35593.67,6.3,6479,3,90653,24.8,-10.1151251636641
"893",7.2,14.9,37.4,96.3,0.66,84.6,92.4,86.7,15.7,78.7,76.6,20570.55,16.7,15811,16.6,225607,61.1,-9.98066021149127
"894",4.1,23.7,49.5,90.3,0.34,89.9,87,89.9,28.5,88,82.6,29945.17,10.7,5583,19.7,89136,14.8,-10.710164291084
"895",6.4,18.9,39.5,96.7,0.04,83.7,94.6,91,15.1,88,81.2,21077.32,13.1,2048,9.6,31269,3.6,-9.05794648142392
"896",9.3,13,31.5,96.6,0.03,90.9,56.5,63.3,9.9,63.9,82.9,22592.45,10,18209,39.7,158790,97.8,-9.75728575204853
"897",5.4,18.3,41.3,56.6,20.13,86.3,96.5,76.6,13.7,69.8,64.3,21054.1,22.9,6806,10.3,261175,50.4,-9.42632234026275
"898",6.5,15.8,37.2,63.2,14.99,86.4,95.8,83.3,16.3,76.4,80.3,21501.55,21.7,8185,12,261898,37.6,-8.79323858885854
"899",4.8,24.9,47.6,92.4,0.2,86.8,94.9,89.1,17.6,85.9,68.6,24617.09,18,30702,9.4,728078,50.4,-8.53042467101756
"900",6.1,18.6,43,58.8,19.67,86.2,98.6,80.9,13.3,72.7,71.4,21079.51,19.9,14069,12.2,294718,57.4,-8.72454728823672
"901",5.4,16,41,82.3,3.3,88.1,79.1,93.9,52.5,91.7,70.4,50453.1,6.1,353647,2.1,4690227,1693.6,-9.75783076967867
"902",4.5,15.7,42.6,77.2,7.06,89.4,84.8,89.2,24,88.9,81.4,26249.48,12,75552,8.6,2132658,279.2,-8.81833577844674
"903",5.1,18.4,41.9,87.4,3.15,83.1,91.9,90.8,38.5,86.4,67.6,29214.59,13.5,124712,11.5,2003540,362.9,-8.57752654815204
"904",4.8,24.5,50.4,96.4,0.26,89.5,98,92.1,22,82.7,82.1,29081.48,12.7,7536,6.7,168835,20,-9.65712335163726
"905",6.6,15.1,37,67,13.63,82,95.6,78.7,14.8,75.2,72.7,16662.28,25.1,6801,20.6,121054,75.8,-8.65521448931361
"906",5.6,18.7,42.3,85.1,5.87,86.9,96.3,81.6,19.6,80.6,72,21390.53,20.8,10153,15.2,246127,146.1,-8.89895091572243
"907",6.1,18,41.7,97.7,0.31,89.4,97.7,89.6,16.4,80.6,80.4,28023.05,11.9,16838,5.3,309535,29.5,-10.17765876296
"908",4.8,19.2,44.6,93.4,2.02,90.7,97.2,86.9,23.4,81.2,81.3,30940.24,9.2,35139,9.6,305907,76.3,-9.42714386754419
"909",9,11.3,31,31.1,0.14,83.9,95.7,88.8,18.4,63.3,59,15355.37,28.3,5319,43.8,207724,4.5,-9.80948817991524
"910",5,18.8,43.1,97.6,0.39,88.6,98.4,90.6,18.5,84.1,78.4,27384.65,13.3,21587,5.8,387076,55.4,-10.3261920929069
"911",5.9,18.1,38.2,74.3,1.73,78.8,71.6,88.2,31.6,89.5,64.6,27560.82,18.2,437916,11,13270204,106.7,-9.34283623568781
"912",5,20.7,46.7,98.5,0.26,93.1,98.7,92,18.5,81.2,79.9,27306.64,10.1,15524,4,276842,38.6,-9.76997248630894
"913",7.3,15,35.7,79.5,3.11,78.8,76.1,83,19.5,83.8,66.2,27600,14.2,43402,17.2,562620,98.4,-10.5119832965279
"914",7.2,12.1,35.2,84.7,3.23,81.3,87.4,91.4,35.3,90.9,70.8,33209.49,10.9,246362,5.7,5104881,750.5,-8.14453483115148
"915",6.8,11.6,35,46.4,18.67,76.3,81.1,87.7,47.3,90.4,55.6,33971.31,16.1,148757,13.1,3742693,935.7,-7.7859973946873
"916",6.5,19.2,43.1,80.2,1.62,86.6,92.9,84.7,17.1,78.9,66.4,23381.12,22.3,3969,15.2,134681,9.3,-9.40087808354148
"917",6.7,17,40.5,94.5,0.24,92.2,91.2,89.6,19.7,79.9,75.6,26848.77,8.2,15978,8.1,216262,39.3,-9.88717183888442
"918",5.8,20.9,43.5,89.1,0.39,91.2,95.2,89.7,18.4,82.1,78.3,27749.58,9.1,7946,6.6,160211,18.3,-11.0262231861014
"919",5,18.3,41.3,97.2,0.58,83.9,95.9,89,21.8,81.4,71.3,24022.98,15.2,17177,8.3,348244,66.6,-11.2560829276694
"920",6.9,13.7,36,52.2,16.98,82.5,77.3,83.8,18.9,77.7,65.2,25895.67,20.1,100367,20.8,2240568,287.9,-8.57767074359493
"921",7.6,19.3,41.5,49.9,23.38,76.4,93.8,80.9,20.9,76.9,59.4,23367.86,23.2,4886,14.8,218519,1261.5,-8.23642052726539
"922",6.1,18.3,40.7,78.3,0.3,88.1,72.8,83.3,23.7,74.6,78.9,22620.34,17.5,4558,13.3,102744,13.1,-9.11548009095222
"923",3.6,19,45.6,92.4,0.31,80.5,97,89,18.2,83.3,74.6,28711.47,17.5,2824,11.3,49501,3,-9.11646915636611
"924",5.7,23.2,45.7,97,0.01,87.9,96.2,90.3,14.7,77.9,80.1,27081.02,10.7,4158,5.7,80258,13.2,-10.2704889941922
"925",7.8,11.1,34.4,96.1,0.53,85.8,95.4,95,41,93.9,76.1,38485.77,3.7,29712,4.6,98651,77.7,-9.33778882731008
"926",6.6,12.6,37.7,85.2,2.83,87.2,87.4,94.7,41.1,93.3,78.3,38652.12,5.6,224645,4.6,1906253,709,-10.1059102551179
"927",5.6,17.1,42.5,97.2,0.76,89.8,98.6,93.6,20.7,87.2,84.8,30283.6,8.7,12771,5.1,167886,63.3,-9.59107358100799
"928",3.8,23.8,48.7,92.2,1.43,85.8,96,90.6,20.5,81.6,80.4,24719.23,14.2,9697,8.3,200254,45.6,-9.29243226069465
"929",4.9,17.5,41.5,87.6,5.31,87.6,96.9,84,13.1,78.7,78.7,27290.34,13.7,13523,5.8,234549,58.2,-10.3964597480825
"930",4.4,28.7,52.7,87.4,0.17,86.9,89,87.5,17,83.6,74.2,22415.32,17,7368,9,225061,22.4,-11.3415794558893
"931",6.8,12.1,37.1,91.8,1.53,85.2,92.9,92.7,31.5,92.5,76.4,33014.55,7.6,62311,5.9,642828,482.3,-9.4362430402533
"932",5.4,19,43,97.7,0.26,89.8,97.9,92.1,20.2,79.2,83.2,29282.7,9.3,8998,4.5,110570,26.2,-10.2556749424492
"933",6.1,14.7,38.2,84.4,5.83,82.2,95.8,91.4,31.4,85.8,68,28839.51,10.9,37818,9.3,3276951,193,-8.01953136846932
"934",5,20.1,42.8,90.9,3.01,84,95,84.5,12.4,78.2,80.5,22261.29,17.3,6131,18.1,102789,48.4,-9.75633524355146
"935",5.6,13.2,36.9,62.7,14.62,80.6,88.4,74.4,12.3,81.4,68.1,21894.12,29.8,8705,15.4,175680,53.2,-10.8331879713202
"936",5.6,14.3,31.4,58.2,19,77.9,95.7,81.1,24.7,71.7,56.3,20558.82,25.1,13956,8.8,303446,48.9,-8.21360754712924
"937",6.6,13.8,37.4,92.9,1.97,78.9,94.6,86.4,30,88.9,66,28694.05,15.9,23999,7.4,268249,282.3,-8.98847484978857
"938",4.6,19.2,44.2,95.4,1.37,88.1,95.6,86.8,14.1,78,76.7,23348.96,14.1,33990,7.6,700815,71.3,-10.1152372084822
"939",5.8,16.9,40.3,70.3,11.87,86.2,91.3,93.2,42.8,89.5,72.5,38046.72,9.2,509108,7.4,11912948,1967.2,-8.54820061505462
"940",5.2,19,39.2,84.7,1.09,75,81,77.2,16.8,76.9,74.2,22348.85,21.4,3932,22,71365,10.7,-10.531189134021
"941",6.6,14.2,36.8,62.7,9.59,87.2,72,77.9,14.4,80.9,67.4,23323.49,18.4,62100,12.1,1248949,324.4,-7.80909495816618
"942",6.1,15.4,38.3,72.3,10.25,84.9,90,84.9,23.8,84.2,71.2,24644.53,15.6,131900,12,1750654,351.9,-8.11284500806184
"943",3.4,15.2,37,28,25.14,94.2,77.4,65.7,12.4,64.5,68.9,17297.76,39.2,1968,15.1,62584,13.2,-9.37572768372943
"944",6.5,18.1,40.9,71.8,13.22,81,97.8,82.6,14.1,79.2,64.4,23320,18.1,9092,8.4,240068,19.2,-9.11899233251688
"945",3.5,25.7,51.7,93.4,0.4,86.2,97.2,92.9,17.6,87.3,67,34187.5,12.2,834,18,49833,2.1,-8.14366270183842
"946",7.3,15.2,35,93.9,0.06,88.1,92.9,93.3,15,86.2,80.9,21216.9,12.4,4145,10,85500,2.5,-9.52981176691737
"947",4,25.3,50.1,93.5,0.38,86.4,97.6,90.6,19.5,81.1,80.9,24849.55,18,9692,10,208844,36.6,-11.530785029271
"948",5.4,14.8,39.8,96.3,0.5,85.6,95.9,86.9,18.3,88.1,73.6,26118.33,17.2,50435,6.1,779242,128.3,-10.0327201351696
"949",6.3,16.5,38.6,94.1,1.45,85.9,96.2,92.3,30,87.5,74.7,30963.22,10.5,53701,4.3,631812,154,-8.77174755063316
"950",5,20.6,44.8,98.3,0.28,88.7,98.5,92.2,18.7,84.4,79.9,28061.28,10.2,7679,3.3,116781,29.3,-11.0492537467975
"951",4.6,21.4,46,95.1,0.28,90.3,94.6,89.4,17.9,81.9,86,27228.06,13.3,4693,15.8,74253,9.9,-9.53218229607467
"952",6.6,16.8,39.7,63.1,16.35,87.1,96.4,83.9,20.1,71.4,71.2,23174.59,19.3,15837,12.1,393026,40.1,-8.88886959414591
"953",5.9,10.8,31,71.3,11.54,76.4,92.5,89.9,34.9,88.3,64.2,26160,18.3,67140,8.7,772183,230.8,-8.48071606994958
"954",5.3,19.9,41.7,82.5,6.75,83.8,90.3,80.2,13.7,82.4,76,20836.23,20.4,16957,14.3,354616,60.3,-10.1294328894665
"955",6.3,14.1,38,85.4,0.93,82.6,85.1,92,29,93.5,67.8,31875.56,9,200483,7.7,2437432,676.2,-9.03026497845052
"956",8.6,10.2,31.8,76.9,3.11,81.3,66.9,83.7,26.8,90.5,69.7,37601.05,9.7,85257,19.3,621592,152,-9.48843273221754
"957",5.4,17.7,41.4,93.7,2.58,88.2,95.8,82.6,11.9,71.7,79.5,22091.63,15.2,9060,10.1,149280,30.9,-10.2832017104344
"958",5,20.6,44.6,95.6,0.26,84.4,97.5,77.2,12.9,72.5,73.8,19518.8,17.3,8669,11.7,214085,39.9,-10.7753665210395
"959",7.4,15.3,39.2,77.7,0.15,82.7,68.8,75.3,9.8,84.8,71.2,22024.11,14.8,5224,12.1,88041,5.5,-9.60636102125635
"960",7.3,11.6,32.6,64.5,8.61,71.6,91.3,89.9,21.9,87.8,58.8,24575.19,16.2,47478,14.1,2490818,116.1,-8.26763843848793
